Unnamed: 0,segment_id,polygon_id,class_id,pixels_cluster,alphas
2635,52921,0,4,[0 0 0 0 0 0 0 0 1 0 0 1 0],"[0.37, 0.64]"
2636,52922,0,5,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.28, 0.73]"
2637,52923,0,5,[1 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1],"[0.46, 0.55]"
2638,52924,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.46, 0.55]"
2639,52925,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.52, 0.49]"
2640,52926,0,2,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1],"[0.53, 0.48]"
2641,52927,0,3,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.39, 0.62]"
2642,52928,0,1,[1 1 1 1 1 1 1 1 0 0 0 0],"[0.42, 0.59]"
2643,52929,0,5,[0 0 0 0 0 0 0 0 1 1 0 0 1 0 0],"[0.66, 0.35]"
2644,52930,0,5,[1 0 1 1 1 0 0 1 1 0 0 1 0 0 0 1],"[0.48, 0.53]"
2645,52931,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.4, 0.61]"
2646,52932,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.53, 0.48]"
2647,52933,0,5,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.2, 0.81]"
2648,52934,0,3,[1 1 1 1 1 1 1 1 0 0 0 0 0 0],"[0.49, 0.52]"
2649,52935,0,3,[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.68, 0.33]"
2650,53880,0,5,[0 1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0],"[0.2, 0.81]"
2651,53881,0,5,[0 0 1 1 0 0 1 1 0 0 1 1],"[0.59, 0.42]"
2652,53882,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.48, 0.53]"
2653,53883,0,5,[0 0 0 0 0 1 1 0 1 1 0 1 1 1],"[0.6, 0.41]"
2654,53884,0,6,[1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1],"[0.3, 0.71]"
2655,53926,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1],"[0.17, 0.84]"
2656,53927,0,6,[0 0 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0],"[0.58, 0.43]"
2657,53928,0,5,[0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 0 0 1],"[0.74, 0.27]"
2658,53929,0,5,[0 0 1 1 0 0 1 1 1 1 1 1 1],"[0.52, 0.49]"
2659,53930,0,1,[1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1],"[0.55, 0.46]"
2660,53981,0,5,[1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 0 0],"[0.44, 0.57]"
2661,53982,0,3,[0 0 0 0 0 0 0 0 0 1 1 1 1],"[0.51, 0.5]"
2662,53983,0,5,[1 1 1 1 1 1 1 0 1 0 0 0 0 0 0],"[0.62, 0.39]"
2663,53984,0,6,[1 1 0 0 1 0 0 1 0 0 0],"[0.52, 0.49]"
2664,53985,0,6,[1 1 1 1 1 1 1 0 0 0 0],"[0.64, 0.37]"
2665,53986,0,4,[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0.5, 0.51]"
2666,53987,0,6,[1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 0 0 1],"[0.72, 0.29]"
2667,53988,0,6,[1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0],"[0.43, 0.58]"
2668,53989,0,3,[0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],"[0.56, 0.45]"
2669,53990,0,3,[0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0],"[0.35, 0.66]"
2670,54204,0,6,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1],"[0.42, 0.59]"
2671,54205,0,6,[0 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0 0],"[0.59, 0.42]"
2672,54206,0,6,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1],"[0.46, 0.55]"
2673,54207,0,5,[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],"[0.4, 0.61]"
2674,54208,0,6,[1 1 1 1 0 0 0 0],"[0.41, 0.6]"
2675,54209,0,6,[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1],"[0.83, 0.18]"
2676,54210,0,6,[1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0.76, 0.25]"
2677,54211,0,6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.54, 0.47]"
2678,54212,0,6,[1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.46, 0.55]"
2679,54213,0,6,[0 0 0 0 0 1 1 1 0 0 1 1 0 0],"[0.21, 0.8]"
2680,54214,0,4,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.43, 0.58]"
2681,54215,0,5,[1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1],"[0.53, 0.48]"
2682,54216,0,5,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.48, 0.53]"
2683,54217,0,6,[1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1],"[0.54, 0.47]"
2684,54218,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.52, 0.49]"
2685,54219,0,6,[1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0],"[0.66, 0.35]"
2686,54220,0,6,[1 1 0 0 1 1 0 0 1 0 0 1 0 0],"[0.56, 0.45]"
2687,54221,0,5,[0 1 1 0 0 1 1 0 0 1 1 0 1],"[0.55, 0.46]"
2688,54222,0,6,[0 1 1 0 0 0 0 1 0 0 1 1 1],"[0.42, 0.59]"
2689,54223,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.45, 0.56]"
2690,54224,0,3,[1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 0],"[0.74, 0.27]"
2691,54225,0,6,[1 1 1 1 1 0 0 1 1 0 0 0 1 1 0 0 1 1 0 0],"[0.74, 0.27]"
2692,54226,0,6,[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 1 1 1 0 0 0 0 1 0],"[0.61, 0.4]"
2693,54227,0,5,[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0.53, 0.48]"
2694,54228,0,3,[0 0 1 1 1 0 1 0],"[0.48, 0.53]"
2695,54229,0,5,[0 1 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0],"[0.35, 0.66]"
2696,54230,0,6,[0 1 0 1 1 0 1 1 0 1 1],"[0.72, 0.29]"
2697,54231,0,4,[1 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1],"[0.74, 0.27]"
2698,54232,0,3,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],"[0.56, 0.45]"
2699,54233,0,5,[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.49, 0.52]"
2700,54234,0,6,[0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 0],"[0.25, 0.76]"
2701,54235,0,5,[0 0 0 0 0 0 0 1 1 1 0 1 1],"[0.49, 0.52]"
2702,54236,0,2,[1 1 1 1 0 0 1 1 1 1 0 0 1 1 0 0 1 1 1 0 0],"[0.51, 0.5]"
2703,54237,0,5,[0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],"[0.65, 0.36]"
2704,54238,0,4,[0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1],"[0.18, 0.83]"
2705,54239,0,4,[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.28, 0.73]"
2706,54240,0,4,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0],"[0.56, 0.45]"
2707,54241,0,3,[1 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1],"[0.59, 0.42]"
2708,54242,0,1,[0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1],"[0.67, 0.34]"
2709,54243,0,2,[0 0 0 0 0 0 0 0 1 1 0 1 1],"[0.6, 0.41]"
2710,54244,0,5,[0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1],"[0.47, 0.54]"
2711,54245,0,3,[1 0 1 1 1 0 1 1 0 0 1 1 0 0 0 0 1 1],"[0.23, 0.78]"
2712,54246,0,3,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.47, 0.54]"
2713,54247,0,1,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.41, 0.6]"
2714,55157,0,6,[0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1],"[0.26, 0.75]"
2715,55158,0,6,[1 1 0 0 1 1 0 0 1 1 0 0 1 0],"[0.43, 0.58]"
2716,55207,0,4,[1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.54, 0.47]"
2717,55208,0,6,[1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1 1 1],"[0.54, 0.47]"
2718,55209,0,6,[1 1 1 1 1 1 1 0 0 0 0 0 0 0],"[0.47, 0.54]"
2719,55210,0,6,[0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],"[0.43, 0.58]"
2720,55211,0,6,[0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],"[0.77, 0.24]"
2721,55212,0,5,[0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],"[0.4, 0.61]"
2722,55213,0,5,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1],"[0.28, 0.73]"
2723,55214,0,3,[0 0 0 0 0 0 0 1 1 1 1 1],"[0.46, 0.55]"
2724,55215,0,6,[0 0 1 1 0 0 1 1 1 1],"[0.34, 0.67]"
2725,55287,0,3,[1 1 0 0 0 0 1 0 0 0 0 0 0],"[0.54, 0.47]"
2726,55288,0,5,[0 1 0 1 1 0 0 1 1 1 1 1 1 1 1],"[0.42, 0.59]"
2727,55289,0,3,[0 1 1 1 0 0 1 1 1 0 0 1 1 0 0],"[0.34, 0.67]"
2728,55290,0,4,[0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.6, 0.41]"
2729,55291,0,6,[1 1 1 0 1 1 1 0 1 1 0 0 0 0 0 0],"[0.37, 0.64]"
2730,55292,0,4,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.58, 0.43]"
2731,55293,0,5,[0 0 0 1 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1],"[0.23, 0.78]"
2732,55294,0,5,[1 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0],"[0.68, 0.33]"
2733,55295,0,1,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0],"[0.39, 0.62]"
2734,55505,0,6,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1],"[0.6, 0.41]"
2735,55506,0,6,[0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0],"[0.73, 0.28]"
2736,55507,0,6,[0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 0],"[0.63, 0.38]"
2737,55508,0,5,[1 1 1 1 1 1 1 1 1 1 1 0 0 0],"[0.39, 0.62]"
2738,55509,0,6,[0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1],"[0.72, 0.29]"
2739,55510,0,3,[0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0],"[0.24, 0.77]"
2740,55511,0,6,[1 1 1 1 1 1 1 0 1 1],"[0.5, 0.51]"
2741,55512,0,6,[1 1 1 1 1 1 0 0 0 0 0 0 0],"[0.38, 0.63]"
2742,55513,0,6,[0 1 1 0 1 1 0 0 0 0],"[0.36, 0.65]"
2743,55514,0,5,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.84, 0.17]"
2744,55515,0,6,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.55, 0.46]"
2745,55516,0,6,[1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0],"[0.56, 0.45]"
2746,55517,0,5,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.48, 0.53]"
2747,55518,0,6,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.42, 0.59]"
2748,55519,0,4,[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.35, 0.66]"
2749,55520,0,6,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.45, 0.56]"
2750,55521,0,6,[1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],"[0.42, 0.59]"
2751,55522,0,6,[0 0 1 1 0 0 1 1 1 0 0 1 1 1 0 0 1 1 1],"[0.42, 0.59]"
2752,55523,0,6,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.45, 0.56]"
2753,55524,0,4,[0 0 0 1 0 0 1 1 0 0 1 1 0 1 1 1 1],"[0.72, 0.29]"
2754,55525,0,4,[1 1 1 0 0 1 0 0 0 1 1 0 1 1 1 1],"[0.67, 0.34]"
2755,55526,0,6,[1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 0 0],"[0.65, 0.36]"
2756,55527,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 1 1],"[0.75, 0.26]"
2757,55528,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 0],"[0.35, 0.66]"
2758,55529,0,5,[0 0 1 1 0 0 1 1 1 0 0 1 1 0 0 1],"[0.35, 0.66]"
2759,55530,0,3,[0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1],"[0.32, 0.69]"
2760,55531,0,3,[0 0 0 1 1 0 1 1 1 1 1 1 1 1 0 1],"[0.54, 0.47]"
2761,55532,0,3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1],"[0.34, 0.67]"
2762,55533,0,5,[0 0 1 1 1 0 0 1 1 1 0 0 1 1 0 0],"[0.58, 0.43]"
2763,55534,0,6,[0 1 1 0 0 0 1 1 0 0 1 1 0 0],"[0.34, 0.67]"
2764,55535,0,5,[0 0 0 0 0 1 0 0 1 1 1 1 1 1],"[0.55, 0.46]"
2765,55536,0,5,[1 1 1 1 0 0 1 1 0 0 1 1],"[0.57, 0.44]"
2766,55537,0,5,[0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0 1 0 0 0 0],"[0.46, 0.55]"
2767,55538,0,5,[0 0 0 0 0 0 0 0 0 0 1 0 0 1 1],"[0.47, 0.54]"
2768,55539,0,4,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.72, 0.29]"
2769,55540,0,4,[1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0],"[0.31, 0.7]"
2770,55541,0,6,[0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1],"[0.81, 0.2]"
2771,55542,0,5,[1 1 1 1 0 0 1 1 0 0 1 1 0 0],"[0.28, 0.73]"
2772,55543,0,3,[0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 1 1 1 1],"[0.55, 0.46]"
2773,55544,0,6,[1 1 1 1 1 0 0 1 1 1 0 0 0 1 1 1 1 1 1],"[0.73, 0.28]"
2774,55545,0,3,[1 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0],"[0.32, 0.69]"
2775,55546,0,3,[0 0 0 0 0 1 1 1 1 1],"[0.36, 0.65]"
2776,55547,0,5,[0 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1],"[0.26, 0.75]"
2777,56453,0,6,[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0.66, 0.35]"
2778,56454,0,5,[0 0 0 0 0 1 1 1],"[0.1, 0.91]"
2779,56455,0,1,[1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.37, 0.64]"
2780,56456,0,6,[1 1 1 0 1 0 0 0 0],"[0.53, 0.48]"
2781,56487,0,3,[0 0 0 0 0 1 1 1 1 1 1],"[0.4, 0.61]"
2782,56488,0,4,[0 0 0 0 1 0 0 0 1 1 1 0 1 1 1 1 1],"[0.54, 0.47]"
2783,56489,0,6,[1 1 0 0 1 1 0 0 0 0 0 0],"[0.46, 0.55]"
2784,56490,0,6,[0 0 0 0 0 0 1 1 0 0 1 1],"[0.66, 0.35]"
2785,56491,0,4,[0 0 0 0 1 1 0 0 1 1 1 1 1 1 0 0 0 0 0],"[0.3, 0.71]"
2786,56559,0,4,[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],"[0.58, 0.43]"
2787,56560,0,6,[1 1 1 0 1 1 1 0 0 1 1 1 0 0],"[0.74, 0.27]"
2788,56561,0,4,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.56, 0.45]"
2789,56562,0,5,[0 0 0 1 1 0 0 1 1 1 0 0 0 1 1 0],"[0.56, 0.45]"
2790,56563,0,5,[0 0 1 1 1 1 1 1 1 1 1 1 1 1],"[0.76, 0.25]"
2791,56564,0,5,[0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0],"[0.29, 0.72]"
2792,56565,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 0 0 0],"[0.28, 0.73]"
2793,56566,0,5,[1 1 1 1 1 1 0 1 1 1 0 0 1 0 0 1 1 0 0],"[0.7, 0.31]"
2794,56567,0,1,[1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.75, 0.26]"
2795,56755,0,6,[1 1 1 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0],"[0.44, 0.57]"
2796,56756,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.5, 0.51]"
2797,56757,0,6,[1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1],"[0.67, 0.34]"
2798,56758,0,5,[1 0 0 0 1 0 0 1 1 0 1 1 1 1 1 0],"[0.62, 0.39]"
2799,56759,0,3,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.69, 0.32]"
2800,56760,0,3,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.55, 0.46]"
2801,56761,0,3,[0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1],"[0.56, 0.45]"
2802,56762,0,6,[0 0 0 0 0 0 0 0 1 1 0 0 1 1],"[0.78, 0.23]"
2803,56763,0,3,[1 1 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0],"[0.6, 0.41]"
2804,56764,0,5,[0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.44, 0.57]"
2805,56765,0,5,[1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.9, 0.11]"
2806,56766,0,5,[1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.5, 0.51]"
2807,56767,0,5,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.38, 0.63]"
2808,56768,0,5,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.65, 0.36]"
2809,56769,0,5,[0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0],"[0.72, 0.29]"
2810,56770,0,6,[1 1 0 0 1 1 0 0 1 1 0 0 0 1 1 0 0 0],"[0.4, 0.61]"
2811,56771,0,6,[0 0 1 1 0 0 1 1 0 1 1 0 1 1],"[0.51, 0.5]"
2812,56772,0,6,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.57, 0.44]"
2813,56773,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.83, 0.18]"
2814,56774,0,6,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1],"[0.49, 0.52]"
2815,56775,0,6,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.49, 0.52]"
2816,56776,0,6,[0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],"[0.5, 0.51]"
2817,56777,0,6,[1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 0],"[0.54, 0.47]"
2818,56778,0,5,[0 1 1 0 0 1 1 1 0 1 1 1 0],"[0.44, 0.57]"
2819,56779,0,5,[0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.49, 0.52]"
2820,56780,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.62, 0.39]"
2821,56781,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.37, 0.64]"
2822,56782,0,3,[1 1 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.72, 0.29]"
2823,56783,0,3,[1 1 0 0 1 1 1 0 1 0 0],"[0.58, 0.43]"
2824,56784,0,5,[0 0 0 0 0 0 1 1 0 0 1 1 1 0],"[0.62, 0.39]"
2825,56785,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.58, 0.43]"
2826,56786,0,5,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.68, 0.33]"
2827,56787,0,3,[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.39, 0.62]"
2828,56788,0,3,[0 0 0 0 1 1 1 1 1 1],"[0.77, 0.24]"
2829,56789,0,4,[1 1 1 1 0 0 0 0 0 0 0 0 0],"[0.77, 0.24]"
2830,56790,0,5,[0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.37, 0.64]"
2831,56791,0,5,[0 0 0 0 1 1 1 1 1 1 1 1],"[0.78, 0.23]"
2832,56792,0,5,[1 1 1 1 1 1 1 0 0 0 0 0 0 0],"[0.51, 0.5]"
2833,56793,0,4,[1 1 1 0 0 0 0 0 0 0],"[0.45, 0.56]"
2834,56794,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0],"[0.46, 0.55]"
2835,56795,0,4,[0 0 0 0 0 0 1 1 0 0 1 1 1 1 1 0 0],"[0.71, 0.3]"
2836,56796,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0],"[0.26, 0.75]"
2837,56797,0,1,[0 1 1 1 0 0 1 1 1 0 0 1 1 1 0 0 1 1 1 0 0 0],"[0.48, 0.53]"
2838,56798,0,3,[1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.59, 0.42]"
2839,56799,0,6,[0 0 0 0 0 0 0 1 1 0 0 1 1 0 0],"[0.81, 0.2]"
2840,57722,0,5,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0],"[0.37, 0.64]"
2841,57723,0,6,[1 1 0 1 1 0 1 1 1 0 0 0 0],"[0.46, 0.55]"
2842,57724,0,6,[1 1 1 1 1 1 1 1 1 0 0 0],"[0.39, 0.62]"
2843,57725,0,6,[1 1 0 1 0 0 0 0 1 0 0 0 0],"[0.67, 0.34]"
2844,57726,0,5,[0 0 1 1 0 0 0 1 1 0 0 1 1 0 0 1],"[0.45, 0.56]"
2845,57727,0,6,[1 1 0 0 0 0 0 0 0 0 0 0],"[0.74, 0.27]"
2846,57728,0,3,[1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0],"[0.55, 0.46]"
2847,57729,0,5,[0 1 1 0 0 1 1 0 0 0 0],"[0.51, 0.5]"
2848,57730,0,6,[1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0],"[0.45, 0.56]"
2849,57777,0,6,[0 0 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0 0],"[0.23, 0.78]"
2850,57778,0,6,[1 1 1 1 1 1 0 0 0 0 0 0 0],"[0.58, 0.43]"
2851,57833,0,6,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1],"[0.57, 0.44]"
2852,57834,0,6,[1 1 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0],"[0.63, 0.38]"
2853,57835,0,3,[0 1 0 0 1 0 0 1 1 0 1 1 0],"[0.4, 0.61]"
2854,57836,0,6,[1 1 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0],"[0.32, 0.69]"
2855,57837,0,5,[1 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.74, 0.27]"
2856,57838,0,5,[0 0 0 1 0 0 0 1 1 0 0 1 1 1 1 1 1 1 1],"[0.65, 0.36]"
2857,57839,0,5,[1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.56, 0.45]"
2858,57840,0,5,[0 0 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 0 0 0 0 1],"[0.6, 0.41]"
2859,57841,0,5,[1 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1],"[0.65, 0.36]"
2860,57842,0,4,[1 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 0],"[0.4, 0.61]"
2861,57843,0,6,[1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 0],"[0.53, 0.48]"
2862,57844,0,3,[1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0],"[0.75, 0.26]"
2863,57845,0,6,[0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1],"[0.13, 0.88]"
2864,58008,0,6,[1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0],"[0.4, 0.61]"
2865,58009,0,6,[0 0 0 0 0 0 0 0 0 1 1 1 1],"[0.45, 0.56]"
2866,58010,0,5,[1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0],"[0.57, 0.44]"
2867,58011,0,5,[1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],"[0.67, 0.34]"
2868,58012,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 1 1],"[0.29, 0.72]"
2869,58013,0,6,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.72, 0.29]"
2870,58014,0,5,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0],"[0.23, 0.78]"
2871,58015,0,5,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.72, 0.29]"
2872,58016,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.81, 0.2]"
2873,58017,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.09, 0.92]"
2874,58018,0,5,[1 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],"[0.57, 0.44]"
2875,58019,0,5,[0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0],"[0.41, 0.6]"
2876,58020,0,5,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.45, 0.56]"
2877,58021,0,5,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.23, 0.78]"
2878,58022,0,4,[1 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0],"[0.45, 0.56]"
2879,58023,0,5,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0],"[0.24, 0.77]"
2880,58024,0,6,[0 0 0 0 0 0 1 0 0 0 1 0 0 0 0],"[0.53, 0.48]"
2881,58025,0,6,[0 0 0 0 0 0 0 0 1 1 0 1 1],"[0.54, 0.47]"
2882,58026,0,4,[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.68, 0.33]"
